Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
1,Ramzi Abid\abidra01,26,NSH,LW,13,1,4,5,-3,13,0.2,1,0,0,0,4,0,0,12,8.3,141,10:51
2,Craig Adams\adamscr01,29,CAR,RW,82,7,7,14,-9,54,0.4,6,0,1,1,6,0,1,71,9.9,826,10:04
3,Kevyn Adams\adamske01,32,TOT,C,68,3,9,12,-20,25,-0.6,2,0,1,0,7,1,1,87,3.4,742,10:55
4,Dmitry Afanasenkov\afanadm01,26,TOT,LW,74,11,10,21,-25,20,1.0,11,0,0,0,10,0,0,96,11.5,779,10:31
5,Maxim Afinogenov\afinoma01,27,BUF,RW,56,23,38,61,19,66,7.1,16,7,0,3,25,13,0,151,15.2,955,17:03
6,Andrew Alberts\alberan01,25,BOS,D,76,0,10,10,-15,124,1.5,0,0,0,0,9,1,0,41,0.0,1495,19:40
7,Nikita Alexeev\alexeni01,25,TOT,RW,78,12,11,23,7,12,2.0,10,2,0,2,9,2,0,117,10.3,1075,13:47
8,Daniel Alfredsson\alfreda01,34,OTT,RW,77,29,58,87,42,42,10.0,20,7,2,7,38,18,2,240,12.1,1661,21:35
9,Bobby Allen\allenbo01,28,BOS,D,31,0,3,3,-1,10,0.7,0,0,0,0,2,0,1,14,0.0,404,13:02
10,Bryan Allen\allenbr01,26,FLA,D,82,4,21,25,7,112,4.7,4,0,0,0,18,2,1,99,4.0,1771,21:36
11,Tony Amonte\amontto01,36,CGY,RW,81,10,20,30,-4,40,1.7,8,1,1,1,17,2,1,139,7.2,1146,14:09
12,Nik Antropov\antroni01,26,TOR,C,54,18,15,33,8,44,3.7,14,4,0,4,14,1,0,125,14.4,896,16:36
13,Denis Arkhipov\arkhide01,27,CHI,C,79,10,17,27,-13,54,1.2,7,2,1,1,9,4,4,112,8.9,1241,15:43
14,Colby Armstrong\armstco01,24,PIT,RW,80,12,22,34,2,67,2.2,10,1,1,3,17,3,2,145,8.3,1346,16:50
15,Derek Armstrong\armstde01,33,LAK,C,67,11,33,44,13,62,4.3,8,3,0,0,27,6,0,109,10.1,1009,15:04
16,Tyler Arnason\arnasty01,27,COL,C,82,16,33,49,-8,26,4.1,15,1,0,3,22,11,0,211,7.6,1176,14:20
17,Jason Arnott\arnotja01,32,NSH,C,68,27,27,54,15,48,6.5,15,12,0,6,19,8,0,190,14.2,1223,17:59
18,Arron Asham\ashamar01,28,NYI,RW,80,11,12,23,3,63,2.1,11,0,0,2,10,2,0,85,12.9,746,9:20
19,Adrian Aucoin\aucoiad01,33,CHI,D,59,4,12,16,-22,50,1.7,2,2,0,3,6,6,0,96,4.2,1229,20:50
20,Keith Aucoin\aucoike01,28,CAR,RW,8,0,1,1,1,0,0.1,0,0,0,0,0,1,0,6,0.0,50,6:17
21,Sean Avery\averyse01,26,TOT,LW,84,18,30,48,1,174,4.2,15,2,1,2,16,13,1,249,7.2,1444,17:11
22,P.J. Axelsson\axelspj01,31,BOS,LW,55,11,16,27,-10,52,1.7,6,3,2,0,9,7,0,81,13.6,1076,19:34
23,Anton Babchuk\babchan01,22,CAR,D,52,2,12,14,-6,30,2.0,2,0,0,2,8,3,1,63,3.2,906,17:26
24,David Backes\backeda01,22,STL,C,49,10,13,23,6,37,2.4,8,2,0,2,12,1,0,89,11.2,657,13:25
25,Christian Backman\backmch01,26,STL,D,61,7,11,18,13,36,4.7,6,1,0,0,8,3,0,80,8.8,1352,22:10
26,Jaroslav Balastik\balasja01,27,CBJ,LW,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,6,16.7,65,8:10
27,Keith Ballard\ballake01,24,PHX,D,69,5,22,27,-7,59,4.2,3,2,0,0,12,9,1,79,6.3,1518,22:00
28,Krys Barch\barchkr01,26,DAL,RW,26,3,2,5,2,107,0.7,3,0,0,2,2,0,0,12,25.0,147,5:38
29,Cam Barker\barkeca01,20,CHI,D,35,1,7,8,-12,44,0.7,0,1,0,0,2,5,0,38,2.6,676,19:19
30,Matthew Barnaby\barnama01,33,DAL,RW,39,1,6,7,5,127,0.6,1,0,0,0,6,0,0,22,4.5,317,8:07
31,Stu Barnes\barnest01,36,DAL,C,82,13,12,25,-2,40,2.0,12,1,0,2,11,0,1,118,11.0,1320,16:06
32,Shawn Bates\batessh01,31,NYI,C,48,4,6,10,13,34,0.7,3,0,1,0,6,0,0,50,8.0,601,12:32
33,Bates Battaglia\battaba01,31,TOR,LW,82,12,19,31,9,45,2.6,12,0,0,0,19,0,0,94,12.8,1021,12:27
34,Nolan Baumgartner\baumgno01,30,TOT,D,13,0,3,3,0,21,0.6,0,0,0,0,2,1,0,8,0.0,176,13:30
35,Ryan Bayda\baydary01,26,CAR,LW,9,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10.0,78,8:41
36,Francois Beauchemin\beaucfr01,26,ANA,D,71,7,21,28,7,49,6.3,5,2,0,0,10,11,0,128,5.5,1809,25:28
37,Kris Beech\beechkr01,25,WSH,C,64,8,18,26,-11,46,1.6,5,3,0,0,10,8,0,77,10.4,798,12:28
38,Steve Begin\beginst01,28,MTL,LW,52,5,5,10,-6,46,0.3,5,0,0,0,3,0,2,64,7.8,619,11:55
39,Wade Belak\belakwa01,30,TOR,D,65,0,3,3,-8,110,-0.2,0,0,0,0,3,0,0,16,0.0,327,5:02
40,Eric Belanger\belaner01,29,TOT,C,80,17,18,35,-2,26,3.0,13,4,0,1,16,2,0,149,11.4,1299,16:15
41,Brendan Bell\bellbr02,23,TOT,D,45,1,6,7,-11,27,0.4,0,1,0,0,5,1,0,47,2.1,616,13:41
42,Mark Bell\bellma01,26,SJS,LW,71,11,10,21,-9,83,1.5,8,3,0,2,6,4,0,116,9.5,920,12:57
43,Shawn Belle\bellesh01,22,MIN,D,9,0,1,1,4,0,0.6,0,0,0,0,1,0,0,3,0.0,89,9:56
44,Bryan Berard\berarbr01,29,CBJ,D,11,0,3,3,-4,8,0.3,0,0,0,0,2,1,0,22,0.0,209,18:58
45,Marc-Andre Bergeron\bergema02,26,TOT,D,78,14,32,46,-4,38,7.8,4,10,0,4,17,15,0,166,8.4,1491,19:07
46,Patrice Bergeron\bergepa01,21,BOS,C,77,22,48,70,-28,26,5.8,8,14,0,6,22,24,2,224,9.8,1603,20:49
47,Steve Bernier\bernist01,21,SJS,RW,62,15,16,31,5,29,3.6,9,6,0,4,8,8,0,104,14.4,842,13:35
48,Todd Bertuzzi\bertuto01,31,TOT,RW,15,3,8,11,-1,19,1.0,2,1,0,0,4,4,0,23,13.0,240,16:00
49,Blair Betts\bettsbl01,26,NYR,C,82,9,4,13,-4,24,0.1,7,1,1,0,4,0,0,120,7.5,1151,14:02
50,Bryan Bickell\bickebr01,20,CHI,LW,3,2,0,2,1,0,0.4,2,0,0,0,0,0,0,10,20.0,35,11:49
51,Kevin Bieksa\biekske01,25,VAN,D,81,12,30,42,1,134,8.6,6,6,0,2,17,13,0,203,5.9,1966,24:16
52,Sebastien Bisaillon\bisaise01,20,EDM,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,28,14:12
53,Jason Blake\blakeja01,33,NYI,LW,82,40,29,69,1,34,8.3,26,14,0,7,21,8,0,305,13.1,1488,18:09
54,Rob Blake*\blakero01,37,LAK,D,72,14,20,34,-26,82,4.6,3,11,0,1,4,15,1,208,6.7,1757,24:24
55,Mike Blunden\blundmi01,20,CHI,RW,9,0,0,0,-5,10,-0.4,0,0,0,0,0,0,0,10,0.0,102,11:23
56,Brandon Bochenski\bochebr01,24,TOT,RW,41,13,11,24,1,16,2.9,10,3,0,2,9,2,0,92,14.1,564,13:46
57,Eric Boguniecki\boguner01,31,NYI,C,11,0,0,0,0,8,-0.1,0,0,0,0,0,0,0,2,0.0,54,4:54
58,Danny Bois\boisda01,23,OTT,RW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,1,0.0,4,3:53
59,Dave Bolland\bollada01,20,CHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,11:17
60,Peter Bondra\bondrpe01,38,CHI,RW,37,5,9,14,2,26,1.3,3,2,0,3,8,1,0,46,10.9,445,12:01
61,Radek Bonk\bonkra01,31,MTL,C,74,13,10,23,0,54,1.8,10,1,2,1,8,1,1,111,11.7,1174,15:52
62,Derek Boogaard\boogade01,24,MIN,LW,48,0,1,1,0,120,-0.2,0,0,0,0,1,0,0,11,0.0,222,4:38
63,David Booth\boothda01,22,FLA,LW,48,3,7,10,0,12,0.4,3,0,0,1,7,0,0,86,3.5,459,9:34
64,Darryl Bootland\bootlda01,25,DET,RW,6,0,0,0,0,9,0.0,0,0,0,0,0,0,0,4,0.0,25,4:08
65,Pierre-Marc Bouchard\bouchpi02,22,MIN,C,82,20,37,57,13,14,6.6,15,5,0,3,18,19,0,173,11.6,1311,15:59
66,Philippe Boucher\bouchph01,33,DAL,D,76,19,32,51,2,104,10.5,7,12,0,4,12,19,1,222,8.6,1740,22:54
67,Tyler Bouck\bouckty01,27,VAN,LW,6,0,0,0,-1,16,-0.1,0,0,0,0,0,0,0,7,0.0,48,7:55
68,Francis Bouillon\bouilfr01,31,MTL,D,62,3,11,14,-10,52,2.3,2,1,0,1,9,1,1,56,5.4,1135,18:19
69,Eric Boulton\boulter01,30,ATL,LW,45,3,4,7,2,49,0.6,3,0,0,0,4,0,0,42,7.1,282,6:16
70,Luc Bourdon\bourdlu01,19,VAN,D,9,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,3,0.0,80,8:50
71,Rene Bourque\bourqre01,25,CHI,LW,44,7,10,17,-4,38,1.1,4,2,1,1,8,2,0,82,8.5,705,16:01
72,Jay Bouwmeester\bouwmja01,23,FLA,D,82,12,30,42,23,66,8.8,9,3,0,3,22,8,0,174,6.9,2144,26:09
73,Dustin Boyd\boyddu01,20,CGY,C,13,2,2,4,5,4,0.6,2,0,0,1,2,0,0,8,25.0,132,10:09
74,Brad Boyes\boyesbr01,24,TOT,C,81,17,29,46,-17,29,3.6,15,1,1,2,20,8,1,182,9.3,1327,16:23
75,Dan Boyle\boyleda01,30,TBL,D,82,20,43,63,-5,62,10.4,9,10,1,4,16,27,0,203,9.9,2218,27:03
76,Nick Boynton\boyntni01,28,PHX,D,59,2,9,11,-13,138,1.3,1,1,0,0,9,0,0,53,3.8,991,16:48
77,Matt Bradley\bradlma01,28,WSH,RW,57,4,9,13,-5,47,0.3,4,0,0,0,8,0,1,77,5.2,679,11:55
78,Donald Brashear\brashdo01,35,WSH,LW,77,4,9,13,1,156,0.6,4,0,0,0,8,1,0,47,8.5,614,7:58
79,Tim Brent\brentti01,22,ANA,C,15,1,0,1,-5,6,-0.2,1,0,0,0,0,0,0,14,7.1,104,6:55
80,Eric Brewer\breweer01,27,STL,D,82,6,23,29,-10,69,4.4,4,2,0,1,16,6,1,111,5.4,2011,24:32
81,Daniel Briere\brierda01,29,BUF,C,81,32,63,95,17,89,10.0,23,9,0,6,42,21,0,234,13.7,1564,19:19
82,Rod Brind'Amour\brindro01,36,CAR,C,78,26,56,82,7,46,8.2,15,9,2,5,32,21,3,181,14.4,1819,23:19
83,Patrice Brisebois\brisepa01,36,COL,D,33,1,10,11,-5,22,1.3,0,1,0,0,6,4,0,36,2.8,640,19:23
84,Kyle Brodziak\brodzky01,22,EDM,C,6,1,0,1,0,2,0.1,1,0,0,0,0,0,0,11,9.1,103,17:08
85,Sheldon Brookbank\brooksh01,26,NSH,D,3,0,1,1,0,12,0.1,0,0,0,0,1,0,0,3,0.0,25,8:16
86,Wade Brookbank\brookwa01,29,BOS,D,7,1,0,1,-1,15,0.2,1,0,0,0,0,0,0,1,100.0,31,4:25
87,Alex Brooks\brookal01,30,NJD,D,19,0,1,1,-1,4,0.3,0,0,0,0,1,0,0,4,0.0,164,8:39
88,Troy Brouwer\brouwtr01,21,CHI,RW,10,0,0,0,-7,7,-0.5,0,0,0,0,0,0,0,7,0.0,99,9:55
89,Curtis Brown\browncu01,30,SJS,C,78,8,12,20,-2,56,1.2,6,0,2,3,10,1,1,84,9.5,1027,13:10
90,Dustin Brown\browndu01,22,LAK,LW,81,17,29,46,-21,54,2.8,4,13,0,1,16,12,1,195,8.7,1516,18:43
91,Gilbert Brule\brulegi01,20,CBJ,C,78,9,10,19,-21,28,0.7,6,3,0,0,6,4,0,98,9.2,830,10:39
92,Andrew Brunette\brunean01,33,COL,LW,82,27,56,83,-8,36,8.2,18,9,0,2,29,27,0,173,15.6,1436,17:31
93,Sergei Brylin\brylise01,33,NJD,C,82,16,24,40,-5,35,3.4,8,8,0,2,16,7,1,97,16.5,1456,17:45
94,Jan Bulis\bulisja01,28,VAN,C,79,12,11,23,-8,70,1.5,10,1,1,2,9,2,0,122,9.8,1136,14:23
95,Adam Burish\burisad01,24,CHI,RW,9,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,12,0.0,100,11:08
96,Brent Burns\burnsbr01,21,MIN,D,77,7,18,25,16,26,6.6,4,3,0,3,13,4,1,108,6.5,1216,15:48
97,Alexandre Burrows\burroal01,25,VAN,LW,81,3,6,9,-7,93,-0.5,3,0,0,1,5,1,0,70,4.3,927,11:26
98,Dustin Byfuglien\byfugdu01,21,CHI,D,9,1,2,3,-2,10,0.4,1,0,0,0,0,2,0,18,5.6,156,17:18
99,Eric Cairns\cairner01,32,PIT,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,1,0:42
100,Petr Cajanek\cajanpe01,31,STL,C,77,15,33,48,9,54,4.5,14,1,0,1,25,8,0,167,9.0,1251,16:15
101,Kyle Calder\caldeky01,28,TOT,LW,78,14,21,35,-25,58,2.0,9,3,2,2,14,7,0,130,10.8,1212,15:32
102,Ryan Callahan\callary01,21,NYR,RW,14,4,2,6,5,9,1.0,4,0,0,1,2,0,0,40,10.0,147,10:31
103,Mike Cammalleri\cammami01,24,LAK,C,81,34,46,80,5,48,9.1,18,16,0,5,25,21,0,299,11.4,1462,18:03
104,Brian Campbell\campbbr02,27,BUF,D,82,6,42,48,28,35,7.6,5,1,0,1,33,8,1,92,6.5,1794,21:53
105,Darcy Campbell\campbda02,22,CBJ,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:41
106,Gregory Campbell\campbgr01,23,FLA,C,79,6,3,9,-10,66,-0.5,5,0,1,0,3,0,0,103,5.8,835,10:34
107,Chris Campoli\campoch01,22,NYI,D,51,1,13,14,-3,23,1.8,1,0,0,0,9,4,0,41,2.4,756,14:50
108,Daniel Carcillo\carcida01,22,PHX,LW,18,4,3,7,-7,74,0.4,1,3,0,0,3,0,0,32,12.5,269,14:56
109,Mike Card\cardmi01,20,BUF,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,18,4:34
110,Matt Carle\carlema01,22,SJS,D,77,11,31,42,9,30,8.2,3,8,0,1,13,18,0,111,9.9,1397,18:08
111,Keith Carney\carneke01,36,MIN,D,80,4,13,17,22,58,6.0,4,0,0,1,11,0,2,31,12.9,1242,15:31
112,Anson Carter\cartean01,32,TOT,RW,64,11,17,28,-4,18,2.4,7,4,0,1,13,4,0,70,15.7,901,14:05
113,Jeff Carter\carteje01,22,PHI,C,62,14,23,37,-17,48,2.6,9,3,2,1,18,4,1,215,6.5,1178,19:00
114,Zdeno Chara\charazd01,29,BOS,D,80,11,32,43,-21,100,6.5,2,9,0,3,14,17,1,204,5.4,2237,27:58
115,Jonathan Cheechoo\cheecjo01,26,SJS,RW,76,37,32,69,11,69,9.2,22,15,0,5,17,15,0,250,14.8,1334,17:34
116,Chris Chelios*\chelich01,45,DET,D,71,0,11,11,11,34,3.3,0,0,0,0,10,0,1,72,0.0,1287,18:08
117,Jason Chimera\chimeja01,27,CBJ,LW,82,15,21,36,2,91,3.3,11,2,2,2,19,2,0,151,9.9,1260,15:22
118,Stanislav Chistov\chistst01,23,TOT,RW,61,5,8,13,-8,36,0.7,4,1,0,1,8,0,0,49,10.2,519,8:30
119,Marc Chouinard\chouima01,29,VAN,C,42,2,2,4,-2,10,-0.1,1,1,0,0,2,0,0,15,13.3,396,9:26
120,Erik Christensen\chriser01,23,PIT,C,61,18,15,33,-3,26,3.8,12,6,0,1,10,5,0,133,13.5,709,11:38
121,Brett Clark\clarkbr01,30,COL,D,82,10,29,39,5,50,6.7,6,4,0,1,18,10,1,140,7.1,1942,23:41
122,Chris Clark\clarkch01,30,WSH,RW,74,30,24,54,-10,66,5.9,17,9,4,2,17,7,0,164,18.3,1363,18:25
123,Noah Clarke\clarkno02,27,LAK,LW,13,2,0,2,-6,4,0.0,1,0,1,0,0,0,0,11,18.2,112,8:36
124,David Clarkson\clarkda03,22,NJD,RW,7,3,1,4,-1,6,0.5,1,2,0,1,1,0,0,18,16.7,119,17:02
125,Dan Cleary\clearda01,28,DET,RW,71,20,20,40,6,24,4.5,12,6,2,5,17,2,1,135,14.8,1098,15:28
126,Ryane Clowe\clowery01,24,SJS,LW,58,16,18,34,4,78,4.1,12,4,0,3,15,3,0,93,17.2,765,13:11
127,Ben Clymer\clymebe01,28,WSH,D,66,7,13,20,-17,44,2.1,7,0,0,0,6,7,0,78,9.0,920,13:57
128,Braydon Coburn\coburbr01,21,TOT,D,49,3,8,11,-1,46,2.1,2,1,0,0,5,3,0,54,5.6,758,15:29
129,Carlo Colaiacovo\colaica01,24,TOR,D,48,8,9,17,5,22,3.3,8,0,0,1,4,5,0,60,13.3,862,17:57
130,Erik Cole\coleer01,28,CAR,LW,71,29,32,61,2,76,7.1,20,9,0,4,22,9,1,166,17.5,1279,18:01
131,Jeremy Colliton\collije01,22,NYI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,5,4:40
132,Blake Comeau\comeabl01,20,NYI,RW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,28,9:25
133,Mike Commodore\commomi01,27,CAR,D,82,7,22,29,0,113,5.3,5,0,2,1,18,1,3,136,5.1,1631,19:54
134,Mike Comrie\comrimi01,26,TOT,C,65,20,25,45,0,44,4.7,13,7,0,3,17,8,0,125,16.0,991,15:15
135,Chris Conner\connech01,23,DAL,RW,11,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,18,5.6,124,11:15
136,Tim Connolly\connoti01,25,BUF,C,2,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,26,13:07
137,Craig Conroy\conrocr01,35,TOT,C,80,13,24,37,-3,56,2.6,8,4,1,2,18,5,1,112,11.6,1253,15:40
138,Matt Cooke\cookema01,28,VAN,LW,81,10,20,30,0,64,2.1,9,1,0,3,15,3,2,133,7.5,1264,15:37
139,Carl Corazzini\corazca01,27,CHI,C,7,0,1,1,0,2,0.0,0,0,0,0,1,0,0,5,0.0,76,10:47
140,Joe Corvo\corvojo01,29,OTT,D,76,8,29,37,8,42,5.6,5,3,0,2,17,12,0,160,5.0,1373,18:04
141,Riley Cote\coteri01,24,PHI,LW,8,0,0,0,0,11,-0.1,0,0,0,0,0,0,0,3,0.0,36,4:30
142,Patrick Coulombe\coulopa01,21,VAN,D,7,0,1,1,-6,4,-0.2,0,0,0,0,1,0,0,11,0.0,95,13:38
143,Jeff Cowan\cowanje01,30,TOT,LW,63,7,5,12,3,125,1.2,6,0,1,0,5,0,0,74,9.5,507,8:02
144,Ryan Craig\craigry01,25,TBL,C,72,14,13,27,-11,55,1.9,10,4,0,2,6,7,0,130,10.8,1104,15:20
145,Sidney Crosby\crosbsi01,19,PIT,C,79,36,84,120,10,60,13.3,23,13,0,4,36,48,0,250,14.4,1640,20:46
146,Mark Cullen\cullema02,28,PHI,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,19,6:15
147,Matt Cullen\cullema01,30,NYR,C,80,16,25,41,0,52,3.5,11,2,3,2,18,5,2,217,7.4,1373,17:10
148,Jassen Cullimore\cullija01,34,CHI,D,65,1,6,7,-6,64,1.5,1,0,0,0,6,0,0,17,5.9,1058,16:17
149,Kyle Cumiskey\cumisky01,20,COL,D,9,1,1,2,0,2,0.4,1,0,0,0,1,0,0,8,12.5,121,13:28
150,Trevor Daley\daleytr01,23,DAL,D,74,4,8,12,2,63,4.4,4,0,0,1,6,2,0,68,5.9,1434,19:23
151,Kevin Dallman\dallmke01,25,LAK,D,53,1,9,10,-13,12,0.8,1,0,0,0,6,3,0,76,1.3,678,12:48
152,Mathieu Dandenault\dandema01,30,MTL,D,68,2,6,8,-8,40,1.7,2,0,0,0,6,0,0,54,3.7,1096,16:07
153,Mathieu Darche\darchma01,30,SJS,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,9:13
154,Pavel Datsyuk\datsypa01,28,DET,C,79,27,60,87,36,20,10.5,20,5,2,5,35,24,1,207,13.0,1577,19:57
155,Rob Davison\davisro01,26,SJS,D,22,0,2,2,-2,27,0.3,0,0,0,0,2,0,0,14,0.0,205,9:19
156,Nigel Dawes\dawesni01,21,NYR,LW,8,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,7,14.3,54,6:44
157,Greg de Vries\devrigr01,34,ATL,D,82,3,21,24,-3,66,3.9,3,0,0,0,12,9,0,102,2.9,1824,22:14
158,Pavol Demitra\demitpa01,32,MIN,RW,71,25,39,64,0,28,7.1,15,9,1,4,21,17,1,175,14.3,1466,20:39
159,Nathan Dempsey\dempsna01,32,BOS,D,17,0,1,1,-2,6,0.1,0,0,0,0,1,0,0,4,0.0,169,9:57
160,Boyd Devereaux\deverbo01,28,TOR,C,33,8,11,19,4,12,1.9,8,0,0,0,10,1,0,57,14.0,504,15:17
161,Niko Dimitrakos\dimitni01,27,PHI,RW,5,0,0,0,-4,6,-0.2,0,0,0,0,0,0,0,4,0.0,43,8:32
162,Joe DiPenta\dipenjo01,27,ANA,D,76,2,6,8,1,48,2.2,2,0,0,1,6,0,0,33,6.1,924,12:09
163,Shane Doan\doansh01,30,PHX,RW,73,27,28,55,-14,73,5.2,16,11,0,7,16,12,0,209,12.9,1493,20:27
164,Shean Donovan\donovsh01,32,BOS,RW,76,6,11,17,-13,56,0.1,6,0,0,0,9,0,2,108,5.6,1076,14:09
165,Jim Dowd\dowdji01,38,NJD,C,66,4,4,8,-5,20,0.3,3,0,1,1,3,0,1,44,9.1,547,8:17
166,Aaron Downey\downeaa01,32,MTL,RW,21,1,0,1,-6,48,-0.2,1,0,0,1,0,0,0,10,10.0,105,4:59
167,Dallas Drake\drakeda01,37,STL,RW,60,6,6,12,-14,38,-0.1,4,0,2,2,5,0,1,74,8.1,773,12:53
168,Kris Draper\drapekr01,35,DET,C,81,14,15,29,7,58,2.3,9,0,5,1,15,0,0,157,8.9,1357,16:45
169,Chris Drury\drurych01,30,BUF,C,77,37,32,69,1,30,7.5,17,17,3,9,22,10,0,199,18.6,1446,18:47
170,Brandon Dubinsky\dubinbr01,20,NYR,C,6,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,9,0.0,49,8:10
171,J.P. Dumont\dumonjp01,28,NSH,RW,82,21,45,66,14,28,6.9,16,5,0,3,31,14,0,143,14.7,1328,16:12
